ID,ST04Q01,ST15Q01,ST19Q01,misced,fisced,CLCUSE1,ESCS,FAMSTRUC,BELONG,STUDREL,ATTLNACT,ATSCHL,ANXMAT,FAILMAT,INSTMOT,INTMAT,SMATBEH,MATHEFF,MATINTFC,MATWKETH,SCMAT,SUBNORM
822,1,1,1,6,2,2,0.23,2,1.1,2.16,-0.9394,-0.24,0.32,0.3889,0.05,-0.34,-0.0721,-0.33,-0.2514,-0.8805,0.18,-0.0455
823,1,1,1,5,5,2,1.02,2,-0.37,2.16,1.2115,2.35,0.06,0.1524,0.05,0.58,0.4486,2.27,-0.2514,2.0389,0.41,0.6602
824,2,1,1,6,6,2,1.91,2,0.82,0.45,1.2115,0.77,-1,-0.3017,1.59,2.29,1.0998,2.27,-0.2514,1.2128,1.7,1.4014
825,1,1,1,6,6,2,1.69,2,0.56,1.51,1.2115,0.77,-1,-0.3017,1.59,2.29,0.2171,1.47,-0.2514,0.2882,0.88,2.235
826,1,1,1,6,6,3,1.45,2,-0.37,0.45,-0.3397,-0.64,0.32,0.3889,-0.9,-0.95,-0.0721,-0.18,-0.7332,-0.4017,-0.29,-1.0426
827,1,2,1,1,1,3,-1.44,2,-0.37,-0.02,-0.9394,-0.24,-0.2,-0.767,0.05,-0.34,-2.1402,-0.18,-1.3697,-0.4017,-0.06,0.6602
828,2,1,1,5,6,2,0.88,2,-0.37,2.16,-0.9394,-0.24,-0.2,-3.7666,0.05,0.91,0.2171,1.47,-0.2514,1.0166,0.65,-0.0455
829,2,4,1,6,6,2,1.83,2,1.1,2.16,1.2115,1.38,1.02,0.3889,1.59,-0.34,1.4702,1.47,-0.2514,0.2882,0.41,-0.3852
830,2,2,1,6,6,3,0.65,2,-0.37,-0.02,0.5206,-0.24,0.79,2.0328,-0.9,-0.66,0.9618,0.15,0.1775,-0.5641,-0.76,0.3026
831,1,1,1,2,2,3,-1.05,2,-0.39,-0.02,-0.9394,-0.24,0.06,-0.767,0.05,-0.34,-1.0226,-0.18,-1.5329,-0.4017,-0.06,0.3026
832,1,1,2,4,4,1,-0.27,2,-0.15,1.13,0.0873,-0.64,1.89,1.2219,0.05,-0.95,0.2171,-0.18,-0.7332,-0.7235,-1.61,0.3026
833,2,4,1,5,6,1,1.76,2,-0.37,-0.02,1.2115,0.77,0.56,0.1524,0.5,1.23,1.9398,0.78,-0.2514,0.4684,0.18,1.4014
834,1,1,1,6,6,3,0.82,2,2.63,2.16,1.2115,0.24,2.55,2.6645,-0.9,-0.66,1.0998,-0.18,-0.7332,-0.4017,-0.29,-0.7176
835,1,1,2,4,4,3,0.21,2,0.56,-0.48,1.2115,1.38,-0.47,-0.076,0.05,0,-0.4567,-0.33,-1.5329,0.2882,0.65,0.3026
836,1,4,1,5,5,2,-0.55,2,-0.97,-0.48,0.5206,-0.24,2.55,1.5828,0.5,-1.27,0.811,-0.92,1.4565,-0.5641,-1.61,-0.0455
837,1,1,1,6,6,3,0.83,2,-1.3,-0.02,0.0873,-0.95,0.56,-0.767,1.11,1.23,1.0998,0.54,-0.2514,1.4298,0.41,3.8587
838,2,1,1,6,6,2,1.56,2,1.1,1.51,0.5206,-0.24,0.06,-2.0269,0.5,-1.78,-0.0721,0.34,-0.7332,-0.7235,-0.06,0.6602
839,2,4,1,6,6,2,1.17,2,0.08,0.45,1.2115,1.38,0.56,-0.767,1.11,0.91,-1.0226,-0.33,0.6584,-0.7235,0.88,0.6602
840,2,1,1,6,4,3,1.09,2,-0.37,0.81,1.2115,-0.24,-0.47,-0.3017,0.05,0.3,-0.0721,-0.48,0.1775,0.2882,0.65,0.5866
841,2,4,1,5,6,3,1.56,2,-0.61,-0.02,-0.9394,-0.64,0.06,0.64,0.05,0.91,-0.0721,-0.18,1.4565,-0.4017,0.29,0.6602
842,1,2,2,6,2,3,0.84,2,2.63,2.16,1.2115,1.38,0.06,-1.2999,1.59,1.51,0.6426,0.34,0.1775,1.4298,1.7,0.3026
843,2,2,1,2,4,3,-0.57,2,2.63,0.45,1.2115,2.35,0.56,-0.076,1.59,-0.34,-0.0721,2.27,0.6584,-0.0651,0.18,0.3026
844,1,1,1,6,6,2,0.97,2,0.08,-0.02,0.0873,-0.95,0.06,0.1524,-0.67,-0.34,-0.4567,-0.48,-1.5329,-0.4017,-0.29,-0.3852
845,2,4,1,5,6,2,0.79,2,-0.15,0.81,1.2115,1.38,0.56,-0.3017,1.59,0.91,0.2171,0.34,1.4565,0.8307,-0.29,1.0265
846,1,1,1,6,6,2,1,2,-0.37,-0.02,0.0873,-0.24,1.02,0.0396,0.05,0.3,0.9618,-0.63,-1.5329,-0.5641,-1.01,1.7943
847,1,4,1,4,2,3,-1.32,2,-1.18,-1.04,-0.3397,-0.24,0.79,0.64,0.05,-0.66,-0.4567,-0.48,0.1775,-0.2356,0.18,0.6602
848,2,1,1,6,6,3,0.35,2,-0.15,-0.02,0.0873,-0.64,1.02,0.9139,-1.33,-1.78,-2.1402,-0.63,-1.5329,-0.5641,-1.61,0.6602
849,1,1,1,6,6,4,1.66,2,-0.56,1.51,1.2115,-0.24,0.06,-0.53,0.05,0,-0.4567,2.27,-1.5329,-0.4017,0.65,0.3026
850,1,1,1,4,4,3,-0.25,2,-1.18,-0.02,0.0873,-0.64,0.32,-0.076,0.05,-0.66,-0.0721,-0.77,-1.1801,0.2882,-0.29,-0.3852
851,2,1,3,4,4,2,0.19,2,1.84,2.16,-0.3397,-0.24,-1.3,0.1524,-0.39,0.58,0.6426,2.27,0.6584,0.1099,2.26,1.7943
852,1,1,1,4,4,3,-0.03,2,-0.56,1.13,-0.9394,-0.24,-0.47,-0.3017,-0.9,-0.66,-0.4567,-0.33,-1.3074,0.4684,0.18,-0.0455
853,1,1,1,5,4,3,0.7,1,-0.9,-0.79,-0.9394,0.77,0.79,1.2219,-1.12,0,0.2171,-0.02,-0.5939,-1.0353,-0.06,-1.0426
854,1,2,1,4,4,2,-0.76,2,-0.37,0.81,1.2115,0.77,-0.47,-0.076,-0.39,0,-0.4567,-0.18,-0.2514,0.2882,0.65,0.2177
855,2,4,1,2,4,3,-1.34,2,-0.37,-1.26,-0.9394,-0.64,0.56,-1.2999,-0.39,-1.27,1.2288,-0.87,-1.5329,-0.0651,-0.52,-1.3599
856,1,1,1,5,5,3,0.16,2,-0.39,0.81,1.2115,-0.64,-0.2,-0.767,0.8,0,-2.1402,0.34,-0.2514,0.2882,-0.29,0.6602
857,1,1,1,6,6,3,1.66,2,0.56,-2.5,0.0873,-0.95,0.32,0.1524,-1.83,-1.78,0.6426,-3.75,-0.7332,0.8307,0.18,-1.0426
858,1,1,1,4,4,3,-0.24,1,-0.56,0.45,0.5206,-0.24,0.56,0.1524,0.05,0,-0.0721,-0.33,-0.7332,0.1099,-0.29,0.3026
859,2,1,1,5,6,3,0.66,1,0.08,-0.02,1.2115,-0.64,-1.68,-2.5995,1.59,0,-0.0721,1.47,-0.2514,1.6881,1.7,0.3026
860,2,1,1,4,6,2,1.08,2,-1.05,1.51,1.2115,-0.24,0.06,-0.076,1.11,-1.27,0.2171,1.07,1.4565,-0.2356,0.88,-0.7176
861,2,1,1,6,6,4,0.73,2,0.48,2.16,1.2115,2.35,-1.68,-0.767,1.59,2.29,0.6426,0.54,1.4565,2.7167,1.7,-0.0455
862,2,2,1,4,4,3,-0.8,2,-0.37,1.13,1.2115,-0.24,0.06,-0.767,0.05,0.58,-0.0721,-0.48,0.1775,-0.2356,-0.29,-0.2093
863,2,1,1,6,5,2,0.78,2,0.32,0.45,0.0873,-0.24,-2.37,-3.7666,0.05,0.91,-0.0721,0.78,-0.7332,1.4298,1.7,0.3026
864,1,1,1,6,6,3,0.97,2,0.08,-0.02,1.2115,2.35,-1,-1.0202,1.59,0,0.6426,0.78,-0.2514,1.4298,1.12,1.0265
865,2,2,1,4,2,2,-0.17,3,-0.56,-0.02,1.2115,0.24,-0.47,0.9139,0.05,0.91,-0.4567,0.15,-0.7332,0.2882,0.41,-0.7176
866,1,1,1,5,6,3,1.32,2,0.82,-0.02,0.5206,0.24,0.06,-0.53,1.59,-0.34,-0.4567,-1.21,-1.5329,2.0389,-1.28,1.0265
867,1,1,4,4,5,4,1.49,2,-0.74,2.16,1.2115,0.25,0.32,0.1524,1.59,-1.49,0.4486,0.54,-1.5329,0.8307,-1.28,0.2177
868,1,1,1,4,5,3,0.36,1,-0.37,-0.79,1.2115,-1.96,0.79,1.2219,-2.3,-1.78,-0.4567,-0.63,-1.5329,0.649,-0.52,-1.3599
869,2,1,1,6,6,3,1.23,2,1.84,-1.04,1.2115,-0.95,-1,-1.2999,0.5,-0.34,-0.0721,-0.77,-0.2514,0.4684,1.7,-0.0455
870,1,1,1,5,6,2,0.49,2,-0.56,-0.48,1.2115,-0.64,0.32,-0.53,0.05,-0.66,-0.4567,-0.63,-1.3074,-0.7235,-0.76,1.0265
871,1,1,1,6,6,3,1.31,2,-0.37,0.45,-0.9394,-0.24,-0.47,-0.076,-0.39,1.51,-0.4567,-0.18,-0.2514,0.649,0.65,-0.0455
872,1,4,2,4,4,2,-0.13,2,0.56,0.45,-0.3397,-0.24,0.79,0.64,-0.9,-1.78,-1.0226,-0.18,-0.7332,0.1099,-1.01,1.0265
873,1,1,1,4,4,2,-0.4,2,-0.15,0.45,0.5206,-0.24,-0.47,-1.2999,0.05,0.91,-0.4567,0.15,0.6584,1.2128,0.65,-0.3852
874,1,2,1,6,6,2,1.79,2,-0.15,-0.48,-0.9394,-0.64,0.06,-0.3017,0.05,-0.34,-2.1402,-0.18,-0.2514,-0.5641,0.41,1.0265
875,1,1,1,6,5,3,1.03,2,2.63,-0.79,1.2115,2.35,-1.68,-0.076,1.59,2.29,0.4486,2.27,-0.2514,2.7167,1.38,0.6602
876,1,1,1,4,6,2,0.51,2,-0.74,0.45,0.5206,-0.95,-2.37,-2.0269,0.8,1.81,1.0998,-0.18,1.4565,0.1099,2.26,2.235
877,1,1,4,6,5,3,1.26,2,1.1,0.45,1.2115,-0.24,0.6,-0.767,-0.9,-0.34,-0.0721,0.54,-1.5329,0.8307,0.18,-0.0455
878,1,1,1,6,2,2,-0.12,2,-0.15,2.16,0.0873,-0.64,-0.47,-0.767,0.5,2.29,0.9618,0.34,0.6584,1.0166,1.12,1.0265
879,2,4,4,5,6,3,1.79,2,1.42,1.13,0.0873,-0.24,0.56,-0.076,0.8,0.3,0.4486,-0.18,1.4565,-0.7235,0.65,1.4014
880,1,1,1,6,6,2,1.13,2,-0.9,-1.04,0.0873,0.24,0.79,0.3889,0.05,0.3,0.2171,1.47,1.4565,0.649,0.65,0.3026
881,1,1,1,4,4,2,-0.91,2,-0.15,0.45,1.2115,0.77,2.55,1.2219,0.5,0.3,1.2288,-0.92,1.4565,1.2128,-0.76,1.7943
882,2,1,1,6,6,1,0.48,2,1.84,0.45,0.5206,0.77,-0.47,-1.6239,0.5,0.91,-1.0226,0.54,1.4565,0.649,0.65,0.6602
883,2,1,1,6,4,2,0.74,2,-0.9,-0.02,-0.9394,-0.24,-0.2,-1.2999,1.59,1.51,0.9618,-0.33,1.4565,-0.4017,2.26,0.6602
884,2,1,1,2,4,2,-0.21,2,-0.74,-1.04,-1.7015,-1.46,0.06,0.64,0.05,-0.34,-0.4567,-0.63,0.1775,-0.7235,0.65,0.6602
885,1,1,4,4,4,1,-1.26,1,-0.74,-1.47,-1.4236,-1.22,0.06,-2.0269,-1.33,-1.27,-0.0721,-0.77,0.6584,-1.8165,-0.52,-1.3599
886,2,1,1,4,4,3,-0.11,2,-0.56,0.45,-1.9158,-1.7,-0.2,-2.0269,-0.9,-0.34,-1.0226,2.27,1.4565,-1.9945,1.7,-0.3852
887,1,4,1,6,6,3,0.57,2,0.32,0.81,-0.3397,-0.24,-0.2,-0.076,0.5,0.58,-0.4567,-0.77,0.1775,-1.1886,0.18,0.6602
888,2,1,1,5,4,3,1.12,2,-1.53,-0.48,1.2115,-0.64,0.56,-0.076,-0.9,-1.27,0.4486,0.54,-1.5329,-0.5641,-0.06,-0.0455
889,2,1,1,6,5,2,0.88,2,-1.18,-0.02,0.5206,-0.95,-1.3,-0.076,0.5,-0.95,-0.4567,2.27,-0.2514,-0.2356,1.12,-0.7176
890,1,1,1,4,4,4,-0.72,2,-0.74,-0.02,-0.9394,-0.95,0.06,0.64,-1.12,-0.34,-2.1402,0.15,-0.7332,-1.0353,0.41,-0.0455
891,2,1,2,6,5,2,0.51,2,-0.37,0.81,-0.9394,0.24,-0.47,0.3889,0.05,0.3,0.4486,-0.18,1.4565,0.1099,0.18,0.6602
892,2,2,1,6,6,5,1.25,2,-0.74,-0.02,-1.4236,-1.22,0.32,0.64,-1.12,-0.95,0.2171,-0.18,-0.2514,-0.8805,-0.06,-0.0455
893,2,1,1,4,6,2,1.23,2,0.32,0.81,0.5206,-0.24,-1.68,-0.3017,0.05,0.92,1.0998,2.27,-0.1191,-0.2356,1.12,0.3026
894,1,4,4,2,2,2,-1.05,2,-0.56,-0.02,-0.3397,-1.03,0.06,0.1524,0.05,0.91,1.4702,-0.63,0.6584,0.2882,1.12,1.4014
895,2,1,4,6,6,3,1.07,3,-0.15,0.45,0.5206,0.24,-0.2,-0.53,0.5,1.23,0.4486,-0.63,-0.2514,-0.2356,0.41,1.4014
896,2,3,2,4,4,3,-0.23,2,0.32,2.16,1.2115,0.77,1.02,0.9139,1.59,1.51,0.6426,-0.02,-0.2514,0.8307,0.88,0.6602
897,1,1,1,4,4,3,-0.39,2,-0.15,1.13,1.2115,0.77,-0.47,0.64,1.59,2.29,0.2171,-0.63,-0.3495,1.6881,0.88,1.4014
898,1,1,1,5,4,2,0.33,2,-0.37,0.81,0.5206,0.24,-0.73,0.1524,1.11,1.23,1.2288,0.34,-0.2514,0.2882,1.12,0.6602
899,2,4,1,6,6,4,0.94,2,1.1,2.16,1.2115,-0.24,-1.68,-0.3017,0.8,0.3,-0.0721,1.07,0.1775,0.649,1.38,1.7943
900,2,4,1,4,2,2,-0.74,1,-0.37,0.45,-0.9394,-0.24,-0.47,-0.076,1.11,0.58,0.4486,0.54,-0.2514,1.1086,0.41,-0.0455
901,2,1,1,6,6,3,2.51,2,-1.09,2.16,1.2115,-2.07,-2.37,-0.6293,1.59,2.29,1.9398,0.78,1.4565,2.6718,-1.01,3.8587
902,2,4,1,4,0,2,-0.88,2,-1.99,-2.5,0.0873,-0.24,0.32,0.64,0.05,1.51,1.2288,-0.18,0.1775,0.2882,0.41,-1.6717
903,2,1,1,6,6,2,0.37,2,1.1,-0.02,-1.7015,-0.24,-0.2,-1.2999,1.59,2.29,0.811,0.54,1.4565,-1.0353,2.26,-0.0455
904,2,2,1,4,4,4,0.19,2,0.08,-0.02,1.2115,0.24,-0.2,-0.53,0.05,0.91,0.9618,2.27,-0.7332,0.2882,0.65,0.3026
905,2,1,1,6,5,2,-0.31,2,-0.9,-0.02,-0.9394,-0.64,-1.68,-1.0202,0.5,-0.34,0.811,1.47,1.4565,-0.4017,1.12,-0.3852
906,1,4,4,2,5,3,-0.7,2,0.08,0.45,1.2115,-0.24,0.06,0.64,1.11,0,-1.0226,-0.33,-0.7332,0.2882,0.18,-0.0455
907,2,1,1,4,5,3,0.56,2,-1.87,-0.05,0.0873,-0.14,1,-0.7925,1.46,0.44,-0.0721,0.15,1.4565,0.0423,0.86,0.3026
908,1,1,1,6,2,3,0.61,1,-0.9,0.81,1.2115,0.77,-1.68,-2.0269,1.59,2.29,1.0998,1.07,-0.2514,2.0389,2.26,1.0265
909,2,2,1,4,5,2,0.03,2,0.82,2.16,1.2115,0.24,2.55,0.1524,1.59,-0.66,-0.0721,0.15,-1.5329,-0.8805,-1.01,3.8587
910,1,1,1,4,2,3,-0.1,2,1.1,-0.48,0.0873,0.24,0.06,-0.53,0.05,-1.27,-2.1402,-0.02,-0.2514,-0.4017,-0.52,-0.2093
911,1,2,1,4,4,3,0.52,2,-0.74,-0.79,-0.9394,-0.24,1.02,0.3889,-1.33,-1.78,-2.1402,-0.92,-0.7332,-1.0353,-1.01,-1.0426
912,1,4,1,6,5,3,0.35,2,-1.53,0.45,1.2115,0.24,0.06,-1.0202,1.59,0.58,-0.0721,0.34,-0.2514,0.2882,1.12,-0.3852
913,1,1,3,4,4,3,-0.91,2,-0.37,0.81,1.2115,0.77,0.32,-0.767,0.05,-0.34,-0.0721,0.15,0.1775,0.2882,-0.06,1.0265
914,1,1,1,6,6,3,0.8,2,-1.42,-0.79,1.2115,-0.24,1.02,0.9139,-0.39,-1.78,-1.0226,-0.33,-1.5329,-0.2356,-1.28,-0.3852
915,2,1,1,6,4,2,0.96,2,1.42,2.16,1.2115,1.38,-0.47,-0.53,1.59,0,-0.4567,1.07,1.4565,0.1099,-0.06,-0.0455
916,2,1,3,6,4,1,0.04,2,-1.64,0.45,-3.3758,-2.99,1.26,0.64,-1.33,-1.27,-2.1402,0.78,-0.2514,-0.4017,0.41,0.0022
917,1,1,1,6,4,3,1.1,2,-1.42,-1.04,1.2115,0.24,1.02,0.64,1.11,-0.34,-0.0721,-0.02,-1.5329,0.1099,-1.01,1.0265
918,1,2,1,4,2,3,-0.19,2,-0.56,2.16,1.2115,1.38,-0.2,-1.0202,0.05,0.58,0.2171,0.15,-0.7332,0.2882,-0.06,0.6602
919,1,1,1,6,4,3,1.71,2,0.08,0.45,0.0873,0.77,-2.37,-3.7666,1.59,2.29,1.8194,2.27,0.1775,1.4298,2.26,1.0265
920,1,2,3,2,4,3,-1.14,2,0.08,-0.02,-0.3397,-0.24,1.89,0.64,-1.12,-0.95,0.2171,-0.63,-1.5329,-0.5641,-0.76,-0.7176
921,2,3,3,4,1,2,-1.06,1,-1.18,1.51,1.2115,0.77,1.53,2.0328,-0.67,-1.78,-1.0226,-1.06,-0.7332,-0.5641,-2.18,0.6602
922,2,1,1,6,6,3,1.84,2,2.63,-0.02,0.0873,0.24,0.06,-1.2999,1.59,0.91,0.4486,0.15,1.4565,0.1099,0.65,0.3026
923,2,1,1,4,4,2,0.02,2,-0.15,0.81,0.0873,-0.64,1.02,-0.076,-0.67,-0.34,-0.0721,-0.77,-0.7332,-1.1886,-0.76,0.6602
924,2,3,1,6,6,4,1.16,2,-0.15,0.45,1.2115,0.24,0.79,0.64,0.5,0,0.2171,-0.48,-0.2514,-0.4017,-0.06,0.3026
925,1,1,1,5,6,2,0.49,2,-1.05,-0.79,-0.9394,-0.64,0.56,3.9067,-1.12,-0.34,-0.4567,-2.57,-1.0859,-0.0651,-0.29,-1.0426
926,2,2,1,4,4,3,-0.27,2,-1.05,-0.02,0.0873,-0.64,0.32,-1.0202,1.11,1.23,0.2171,-0.33,1.4565,1.0166,1.7,0.6602
927,2,1,1,6,4,3,0.77,2,0.08,0.45,0.5206,0.77,-0.47,-0.3017,0.5,0.91,0.2171,-0.48,1.4565,0.649,0.88,0.3026
928,1,2,1,6,4,2,1.08,2,-0.74,-0.02,1.2115,-0.24,-0.47,-2.0269,1.11,2.29,0.811,2.27,1.4565,0.4684,1.12,0.6602
929,2,4,4,4,6,2,1.46,2,-0.15,0.45,0.5206,-0.24,0.79,0.1524,-0.39,0.3,0.811,0.78,-1.5329,0.1099,0.18,0.6602
930,2,1,1,4,4,2,0.11,2,0.32,0.81,1.2115,1.38,-0.2,-1.0202,1.59,2.29,1.0998,-0.02,-0.2514,1.0166,0.88,1.7943
931,1,1,1,6,2,3,-0.01,2,0.32,-0.02,-0.9394,1.38,1.53,0.9139,-0.39,-0.34,-1.0226,-0.48,0.1775,-0.0651,-0.76,0.6602
932,2,1,1,4,4,2,-0.33,2,-0.15,-0.02,0.0873,-0.64,-0.2,-1.2999,0.05,0.91,0.9618,0.78,0.6584,-0.0651,-0.06,0.6602
933,2,1,1,6,4,3,1.18,2,-0.37,-0.48,1.2115,-0.64,-0.47,-1.0202,0.05,0.3,1.2288,1.07,1.4565,-0.2356,0.65,0.3026
934,2,1,1,6,6,1,1.27,2,0.35,-0.79,-1.9158,-0.95,0.56,0.3889,-1.83,-1.78,-2.1402,-1.21,-1.5329,-1.3412,-1.61,-1.3599
935,1,1,1,6,6,3,1.56,2,-0.37,-0.02,-0.9394,-0.24,0.32,-0.3017,-0.9,0,-0.4567,-1.36,-1.5329,-1.0353,-0.29,0.3026
936,2,1,1,5,5,2,1,2,0.32,-0.48,1.2115,2.35,-0.47,-0.3017,1.59,1.81,-0.0721,2.27,0.6584,-0.2356,2.26,-0.7176
937,1,1,1,6,6,3,1.56,2,-0.15,-0.02,0.5206,-0.24,0.32,-0.53,1.59,0.58,0.4486,-0.33,-0.2514,0.4684,0.65,1.0265
938,2,1,1,6,6,3,0.87,2,-0.15,-0.48,0.5206,-0.24,0.06,-0.3017,-0.67,-0.34,-2.1402,-0.77,-0.2514,-0.5641,0.18,-0.3852
939,1,2,1,4,5,2,0.91,2,-0.9,-1.04,1.2115,-0.24,1.02,0.9139,0.5,-1.78,-2.1402,-0.02,-0.2514,-1.1886,-1.61,-0.0455
940,2,1,1,5,4,2,0.42,2,-0.9,-1.26,-0.9394,-1.46,-0.2,0.1524,-1.12,-1.78,-2.1402,0.34,-1.5329,-1.3412,-0.06,-1.0426
941,1,2,1,4,4,3,-0.43,2,-1.18,0.81,1.2115,-0.24,0.32,0.1524,0.5,-1.78,-1.0226,-0.77,0.6584,1.6881,-1.61,-0.0455
942,1,1,1,6,4,3,2.48,2,-1.3,-0.79,-0.3397,-1.22,0.06,0.1524,0.05,0,-0.0721,-0.77,-0.2514,0.1099,0.41,0.3026
943,1,1,1,5,5,2,-0.37,2,-0.56,2.16,1.2115,1.38,-0.2,-0.3017,0.8,0,-1.0226,-1.06,0.6584,-0.0651,0.41,1.0265
944,1,1,1,6,5,3,0.17,2,0.08,-0.02,1.2115,-0.24,0.79,-0.3017,1.59,0.3,-0.4567,-0.63,-0.2514,2.7167,1.38,1.0265
945,2,1,1,6,4,2,0.86,2,-0.9,1.51,1.2115,0.77,0.32,0.1524,-0.39,-0.34,-1.0226,-0.33,-0.2514,-1.1886,-0.06,0.3026
946,2,2,1,6,6,3,1.67,2,-1.18,-0.79,-0.9394,-0.64,0.79,0.1524,0.05,-0.95,-0.4567,-0.18,-0.2514,-0.2356,-0.52,-1.0426
947,1,4,1,5,4,3,1.13,2,0.08,1.13,1.2115,0.77,-1,-3.7666,0.5,0.58,-0.0721,0.34,-0.7332,2.7167,1.12,0.3026
948,1,1,1,6,4,2,1.26,2,-0.15,-0.02,-0.9394,-0.24,-0.2,-0.076,0.05,0.91,0.2171,0.34,-0.2514,0.649,1.7,-0.3852
949,1,1,1,4,4,3,-0.08,2,-0.37,-0.02,1.2115,0.24,0.56,-0.3017,0.5,0.58,0.2171,1.07,1.4565,-0.2356,0.65,-0.7176
950,2,4,1,4,4,2,-1.25,2,0.08,0.81,0.5206,1.38,-2.37,-0.9226,0.5,-1.27,-1.0226,0.34,1.4565,0.649,0.88,0.3026
951,1,1,1,5,4,2,-0.02,2,-0.37,-0.02,-0.9394,-0.64,0.32,-0.3017,-0.67,-0.34,-0.4567,-0.77,-0.2514,-0.5641,-0.29,0.3026
952,1,4,1,5,6,3,1.27,2,-0.15,-0.02,0.5206,0.24,-1,-0.3017,-0.67,0.3,-0.4567,0.15,-0.2514,1.0166,0.65,1.0265
953,1,1,1,6,6,2,0.96,2,0.56,2.16,1.2115,0.77,1.53,3.9067,1.11,-1.78,-2.1402,-2.28,-1.5329,-1.0353,-2.18,-0.3852
954,2,4,1,5,6,3,1.21,2,-1.53,-0.02,-1.4236,-1.22,1.02,0.1524,-1.12,-0.66,-0.0721,0.15,-1.3074,-0.2356,-0.52,-0.0455
955,2,1,1,6,6,4,1.79,2,1.84,-0.02,1.2115,-0.24,-1.3,-0.3017,0.8,-0.34,0.811,1.07,-0.2514,0.4684,2.26,0.6602
956,2,1,1,4,4,2,-0.29,2,-0.56,-0.02,1.2115,1.38,-0.2,0.64,1.59,1.51,0.4486,-0.18,1.4565,0.649,0.41,1.0265
957,2,1,1,4,1,2,-1.21,2,-0.15,1.13,0.5206,0.24,0.79,-3.7666,0.05,0.91,0.9618,-0.18,-0.1191,0.2882,0.41,0.3026
958,2,2,1,6,4,3,1.01,2,-0.37,-0.48,-0.9394,-0.24,-0.47,-2.0269,0.05,0.58,-0.4567,-0.18,0.1775,0.2882,0.18,0.3026
959,1,1,1,5,4,2,0.63,2,1.84,1.51,1.2115,2.35,-1.68,-1.0202,1.59,2.29,0.811,1.07,0.1775,2.0389,0.88,1.4014
960,1,2,4,2,2,3,-1.35,2,2.63,2.16,1.2115,2.35,-0.73,-0.767,1.59,1.23,0.4486,-0.18,-0.2514,0.2882,0.41,3.8587
961,2,1,1,4,4,2,-0.47,2,0.56,1.13,0.5206,0.77,-0.2,-1.6239,0.8,1.51,-0.4567,0.78,1.4565,0.649,0.65,2.235
962,1,2,2,6,5,2,1.54,2,0.32,-0.02,-0.3397,-0.24,0.79,-0.3017,0.5,1.81,-0.4567,-0.18,1.4565,0.1099,1.7,-0.0455
963,2,2,1,4,5,4,0.96,2,0.82,2.16,1.2115,1.38,0.06,-0.767,1.59,0.58,0.6426,0.54,-1.5329,0.1099,0.41,0.6602
964,1,1,1,5,6,3,0.3,2,-0.37,-0.02,0.5206,-0.64,0.06,-0.767,-0.39,0.3,-0.0721,-0.18,-0.2514,0.2882,1.12,-0.3852
965,1,2,1,6,2,3,1.39,2,1.42,-0.02,1.2115,0.24,-0.2,-0.767,0.5,0.58,0.2171,2.27,-0.2514,0.1099,2.26,-0.0455
966,2,2,1,6,6,4,1.84,2,-0.56,1.51,1.2115,-0.24,0.32,-0.076,-0.39,-0.34,0.2171,0.78,-1.5329,-0.8805,0.41,-0.0455
967,1,1,1,6,6,3,0.74,2,-1.3,-0.02,-0.9394,-0.64,0.32,-0.076,-0.67,-0.34,0.6426,-0.92,-1.5329,-0.2356,-0.06,-0.7176
968,2,2,1,5,6,2,1.17,2,-0.56,-0.02,1.2115,-0.24,0.79,-0.076,1.59,0,-0.4567,0.15,1.4565,-0.0651,-0.06,0.6602
969,2,1,4,4,5,3,0.6,2,-0.37,-0.02,0.0873,0.77,0.32,-1.0202,0.05,0.91,-0.0721,-0.02,0.6584,-0.5641,0.65,0.3026
970,1,4,1,4,5,2,0.52,1,1.84,2.16,1.2115,2.35,0.06,0.1524,-0.9,-0.95,0.2171,0.54,-1.5329,1.4298,0.41,-1.3599
971,1,1,1,6,5,2,-0.08,1,-1.99,-0.02,0.5206,-0.24,0.79,0.9139,0.5,-0.34,-1.0226,-1.86,-1.5329,-1.0353,-1.28,1.4014
972,2,1,1,6,4,3,0.74,2,0.32,0.81,1.2115,0.24,0.06,0.1524,0.05,0.91,0.6426,-0.18,-0.2514,-0.4017,0.65,0.3026
973,1,1,1,4,4,3,-0.57,2,-0.56,-0.02,-0.9394,-0.64,0.79,-1.6239,-0.39,0,-2.1402,0.15,-0.2514,0.1099,-0.52,0.3026
974,2,1,4,6,5,3,1.26,2,0.32,-0.02,-0.9394,-0.24,-0.47,-0.53,0.05,0.91,-0.4567,-0.18,1.4565,0.2882,1.7,0.3026
975,1,1,4,6,6,2,0.99,2,0.56,0.81,1.2115,-0.95,0.79,-1.2999,1.11,-1.27,-0.4567,0.54,-0.7332,1.0166,-1.01,0.6602
976,1,1,1,4,4,2,-0.25,2,1.1,0.81,1.2115,0.77,0.32,0.64,-0.39,-1.27,-1.0226,0.54,-1.5329,0.1099,-1.01,-1.0426
977,1,1,1,6,4,3,1.59,1,-0.37,-0.02,0.0873,-0.64,1.89,0.3889,0.5,-0.34,0.4486,1.47,0.1775,0.8307,0.41,-0.0455
978,1,1,1,6,4,2,0.49,2,0.08,0.45,1.2115,2.35,-0.47,-0.767,1.11,0.3,0.811,2.27,-1.3074,-0.2356,0.41,-0.7176
